Census Region Code,Year,Age,Race,Deaths,Population,Crude Rate
CENS-R4,2018,35-44 years,Asian or Pacific Islander,124,1463314,8.5
CENS-R4,2018,35-44 years,Black or African American,83,606785,13.7
CENS-R4,2018,35-44 years,White,1634,7906150,20.7
CENS-R4,2018,45-54 years,American Indian or Alaska Native,33,247588,13.3
CENS-R4,2018,45-54 years,Asian or Pacific Islander,110,1314428,8.4
CENS-R4,2018,45-54 years,Black or African American,56,548626,10.2
CENS-R4,2018,45-54 years,White,1861,7570699,24.6
CENS-R4,2018,55-64 years,American Indian or Alaska Native,30,216189,13.9
CENS-R4,2018,55-64 years,Asian or Pacific Islander,113,1141258,9.9
CENS-R4,2018,55-64 years,Black or African American,43,497575,8.6
CENS-R4,2018,55-64 years,White,1847,7680720,24
CENS-R4,2018,65-74 years,Asian or Pacific Islander,60,800592,7.5
CENS-R4,2018,65-74 years,Black or African American,18,284465,Unreliable
CENS-R4,2018,65-74 years,White,1271,5737500,22.2
CENS-R4,2018,75-84 years,Asian or Pacific Islander,37,389583,9.5
CENS-R4,2018,75-84 years,White,703,2814343,25
CENS-R4,2018,85+ years,Asian or Pacific Islander,16,181904,Unreliable
CENS-R4,2018,85+ years,White,332,1178746,28.2
CENS-R4,2019,5-14 years,American Indian or Alaska Native,10,364368,Unreliable
CENS-R4,2019,5-14 years,White,104,7812229,1.3
CENS-R4,2019,15-24 years,American Indian or Alaska Native,113,346730,32.6
CENS-R4,2019,15-24 years,Asian or Pacific Islander,139,1209200,11.5
CENS-R4,2019,15-24 years,Black or African American,98,719181,13.6
CENS-R4,2019,15-24 years,White,1231,7938787,15.5
CENS-R4,2019,25-34 years,American Indian or Alaska Native,124,359295,34.5
CENS-R4,2019,25-34 years,Asian or Pacific Islander,171,1649844,10.4
CENS-R4,2019,25-34 years,Black or African American,152,821000,18.5
CENS-R4,2019,25-34 years,White,1761,8897520,19.8
CENS-R4,2019,35-44 years,American Indian or Alaska Native,72,290332,24.8
CENS-R4,2019,35-44 years,Asian or Pacific Islander,116,1488206,7.8
CENS-R4,2019,35-44 years,Black or African American,70,622905,11.2
CENS-R4,2019,35-44 years,White,1652,7989232,20.7
CENS-R4,2019,45-54 years,American Indian or Alaska Native,45,245644,18.3
CENS-R4,2019,45-54 years,Asian or Pacific Islander,121,1325601,9.1
CENS-R4,2019,45-54 years,Black or African American,62,543304,11.4
CENS-R4,2019,45-54 years,White,1789,7451950,24
CENS-R4,2019,55-64 years,American Indian or Alaska Native,22,220623,10
CENS-R4,2019,55-64 years,Asian or Pacific Islander,110,1159954,9.5
CENS-R4,2019,55-64 years,Black or African American,39,506405,7.7
CENS-R4,2019,55-64 years,White,1887,7671147,24.6
CENS-R4,2019,65-74 years,American Indian or Alaska Native,12,127702,Unreliable
CENS-R4,2019,65-74 years,Asian or Pacific Islander,53,838423,6.3
CENS-R4,2019,65-74 years,Black or African American,15,297942,Unreliable
CENS-R4,2019,65-74 years,White,1183,5918346,20
CENS-R4,2019,75-84 years,Asian or Pacific Islander,40,407459,9.8
CENS-R4,2019,75-84 years,White,781,2940953,26.6
CENS-R4,2019,85+ years,Asian or Pacific Islander,22,191027,11.5
CENS-R4,2019,85+ years,White,366,1185189,30.9
CENS-R4,2020,5-14 years,Asian or Pacific Islander,11,1178568,Unreliable
CENS-R4,2020,5-14 years,Black or African American,17,718012,Unreliable
CENS-R4,2020,5-14 years,White,131,7708239,1.7
CENS-R4,2020,15-24 years,American Indian or Alaska Native,104,347541,29.9
CENS-R4,2020,15-24 years,Asian or Pacific Islander,117,1195612,9.8
CENS-R4,2020,15-24 years,Black or African American,106,717020,14.8
CENS-R4,2020,15-24 years,White,1249,7917060,15.8
CENS-R4,2020,25-34 years,American Indian or Alaska Native,140,361278,38.8
CENS-R4,2020,25-34 years,Asian or Pacific Islander,162,1648085,9.8
CENS-R4,2020,25-34 years,Black or African American,148,840441,17.6
CENS-R4,2020,25-34 years,White,1816,8917547,20.4
CENS-R4,2020,35-44 years,American Indian or Alaska Native,59,295567,20
CENS-R4,2020,35-44 years,Asian or Pacific Islander,130,1512992,8.6
CENS-R4,2020,35-44 years,Black or African American,82,640922,12.8
CENS-R4,2020,35-44 years,White,1529,8076809,18.9
CENS-R4,2020,45-54 years,American Indian or Alaska Native,44,244542,18
CENS-R4,2020,45-54 years,Asian or Pacific Islander,114,1339383,8.5
CENS-R4,2020,45-54 years,Black or African American,53,541140,9.8
CENS-R4,2020,45-54 years,White,1574,7385051,21.3
CENS-R4,2020,55-64 years,American Indian or Alaska Native,22,223757,9.8
CENS-R4,2020,55-64 years,Asian or Pacific Islander,103,1168067,8.8
CENS-R4,2020,55-64 years,Black or African American,39,512249,7.6
CENS-R4,2020,55-64 years,White,1680,7626274,22
CENS-R4,2020,65-74 years,Asian or Pacific Islander,54,873232,6.2
CENS-R4,2020,65-74 years,Black or African American,23,313276,7.3
CENS-R4,2020,65-74 years,White,1188,6091864,19.5
CENS-R4,2020,75-84 years,Asian or Pacific Islander,42,427127,9.8
CENS-R4,2020,75-84 years,White,739,3052015,24.2
CENS-R4,2020,85+ years,Asian or Pacific Islander,24,200037,12
CENS-R4,2020,85+ years,White,373,1193796,31.2
